order_id:INT,product_id:INT,qty:INT,price:DOUBLE
17408,1045,5,408.66
6375,909,3,339.75
21083,1868,6,139.09
9034,1212,1,137.97
11644,141,9,102.49
15026,362,3,473.05
5946,423,9,412.06
14778,2467,9,460.41
23291,729,2,32.91
2404,979,5,491.91
23809,222,6,318.03
24283,649,8,473.96
14022,1973,7,476.64
3873,1132,3,153.85
5447,1872,3,219.96
10784,145,9,94.34
18647,2288,4,325.91
18003,1472,3,430.78
10901,684,7,400.67
589,2439,7,378.02
9705,1782,8,376.73
21944,1570,2,118.65
21227,2110,2,120.03
15090,148,6,197.38
19095,1180,9,417.91
24459,950,7,93.19
23807,1029,4,41.97
23789,557,5,479.39
19590,1140,4,221.78
8132,1828,6,452.91
13966,165,2,7.31
3736,397,10,289.19
7559,2241,6,115.88
13900,2038,9,133.44
10226,572,1,160.82
19362,2071,7,434.08
6533,378,8,493.07
20218,846,4,284.28
14196,1981,1,434.84
1571,791,7,298.73
15889,1041,6,57.33
375,1910,9,100.92
12078,253,6,445.80
16250,1042,10,238.52
8165,841,1,405.50
1594,2271,8,92.57
3136,1240,2,291.64
2579,1531,10,423.76
6488,1418,9,227.32
23158,2214,4,490.22
1837,314,9,197.08
4120,2190,6,375.04
20858,1027,4,117.80
10660,2337,4,329.98
15428,901,8,1.21
2780,270,1,162.18
12706,718,10,234.73
15428,370,8,152.14
5654,1355,4,97.33
21461,866,3,438.94
6140,2376,5,65.74
24742,1119,8,213.38
10320,2039,7,169.32
8563,717,10,170.13
94,1691,6,316.70
22872,2218,5,433.68
24473,1774,8,197.42
13899,629,8,323.33
727,1527,2,47.78
5302,1667,5,353.90
5041,1938,2,65.59
15540,1785,6,190.16
11533,1047,10,381.66
16809,463,6,237.74
13074,1579,1,208.78
9325,2084,7,376.31
23852,454,6,196.17
2596,579,4,369.06
23967,763,4,416.16
7440,969,2,146.90
18052,2120,8,205.88
2740,371,1,239.15
15442,521,8,232.76
4685,2148,5,158.98
22167,2069,1,124.68
13997,2462,3,262.87
16706,1927,6,416.56
8022,1096,1,318.19
17486,2237,8,330.52
11189,1800,10,426.52
11699,621,5,247.05
18758,2488,4,35.85
25000,399,1,185.64
9781,304,6,488.61
10603,1091,9,340.52
12951,511,10,269.53
2543,382,7,266.50
14138,888,8,316.56
3067,768,4,52.02
11883,1206,10,58.72
15198,1941,5,212.02
15247,72,5,264.45
5590,780,2,280.52
22516,1567,8,93.79
22591,934,3,72.78
24787,771,7,147.38
12962,564,5,46.90
16855,358,6,301.70
2138,928,4,306.54
16895,813,9,377.15
20741,1282,7,24.70
14920,2022,1,283.37
7328,2160,5,453.40
9873,1623,7,385.07
24692,2423,8,152.42
24137,1295,6,140.92
22928,2038,10,12.38
4317,234,6,336.58
23588,1785,8,356.33
13379,2161,1,305.94
18650,1463,4,387.28
16727,1198,6,51.24
1150,1921,1,119.06
11277,1398,9,463.07
18854,129,8,139.13
23371,1366,3,305.54
14516,2163,5,439.42
16864,936,2,155.69
4390,1516,7,207.20
4370,1276,6,269.59
17950,1679,4,317.55
12463,597,5,127.77
22098,2427,10,414.25
2954,264,5,2.14
11870,551,4,495.87
17318,2043,7,1.72
7479,1713,3,279.16
8746,1651,8,487.62
7021,1609,4,439.74
1090,1310,2,145.66
31,1052,9,364.51
8410,1560,6,483.28
9962,586,1,465.77
20437,1490,8,482.68
2143,577,9,176.45
24965,414,10,340.00
19048,462,10,429.36
5582,1515,1,224.30
22984,1073,3,106.85
12748,1025,7,444.69
21513,2380,10,448.96
23309,1900,7,296.87
5697,815,1,269.08
10946,1986,1,20.06
8390,165,10,355.76
19738,43,1,288.00
955,2182,10,284.39
19542,1406,5,413.36
18834,1636,4,44.94
14622,2115,10,63.87
20175,1620,1,134.80
926,1004,10,137.89
14784,2123,9,345.64
18676,1601,7,297.20
22369,1292,1,401.49
10894,1693,6,374.80
10006,1139,8,383.08
17081,683,10,142.02
20663,572,7,476.07
518,2256,4,175.58
19676,1454,5,145.68
14255,2164,6,200.54
14500,1248,6,346.97
10578,2468,6,167.78
878,2445,6,313.89
23498,1478,9,162.58
8838,2077,10,109.06
11261,996,7,111.60
22028,1168,6,109.32
19957,2297,4,298.60
12222,2174,9,216.41
19882,550,3,455.26
6733,546,7,206.94
6898,1707,10,187.84
1027,2080,4,277.18
1357,1962,2,419.82
15657,1635,5,344.76
4456,167,9,83.88
21002,2226,5,114.49
6293,865,10,242.36
21391,223,10,161.62
2670,1495,2,80.33
2972,2461,3,136.19
16786,859,1,380.54
23255,720,4,23.72
22811,729,2,260.96
23139,2411,7,76.84
17465,1551,1,191.07
24640,1658,1,438.22
3333,1393,8,32.64
9307,331,5,265.81
14632,1270,8,400.41
17731,502,1,65.26
1146,112,4,69.54
22171,516,8,392.48
16639,698,7,400.34
9910,235,1,437.36
15077,879,4,145.49
4001,236,10,458.66
21523,1092,9,294.34
14771,516,6,24.50
20948,185,10,498.23
19485,586,2,452.49
3773,139,8,248.78
2755,2236,2,459.47
11301,2048,10,480.88
6802,594,9,331.97
8432,1792,9,280.54
13556,284,2,39.76
12415,1905,5,161.84
14229,2088,9,427.63
17173,1108,9,243.53
16719,1751,6,433.78
6138,33,8,299.88
21646,539,4,262.95
17697,71,2,193.41
1524,219,9,74.68
3137,441,8,418.61
15441,1102,6,298.54
21779,537,7,361.44
7810,2073,9,61.72
3745,512,1,399.74
17720,1104,2,96.12
7672,1840,2,196.72
18776,75,2,28.60
24632,1798,5,438.57
6382,407,3,314.03
22262,880,1,45.76
23967,109,3,206.30
12112,885,8,411.18
22860,2442,1,8.91
17272,943,8,20.75
24620,921,2,224.68
13653,306,1,236.89
5044,458,9,262.93
712,175,5,232.06
22341,15,3,37.08
7202,1369,4,234.76
6846,350,3,391.03
8044,563,3,490.44
24508,744,5,44.36
23518,1472,5,156.42
8247,1927,7,246.49
18436,1733,8,325.98
8264,455,5,271.35
13560,1837,5,404.80
7162,238,9,493.66
2978,2351,1,136.20
11292,689,6,188.49
16465,1985,7,237.15
24329,774,1,270.66
12419,1615,5,495.89
5006,197,6,467.13
20,1970,2,349.44
10148,2001,2,81.89
24561,720,1,99.64
19861,2212,1,234.71
3915,1275,5,305.75
7431,442,9,337.30
6825,482,8,83.13
12335,1282,8,358.32
5124,1711,9,235.54
18347,1301,6,396.03
11793,1115,7,48.79
22411,1656,1,156.17
20217,1151,5,145.32
5301,821,10,454.96
6993,1618,4,229.99
19072,2267,7,229.80
24676,1646,1,146.54
23953,549,9,87.21
2394,705,3,433.98
424,2020,7,316.94
13066,1239,5,286.25
7677,1779,3,46.03
17347,1556,6,443.36
21774,1656,5,372.00
9071,765,10,404.59
11248,1637,10,17.04
1245,590,4,489.08
15202,568,4,284.80
19090,2466,8,400.40
11409,2114,3,119.81
13441,2139,4,188.22
24887,545,9,70.91
15629,269,6,147.13
12170,1901,5,166.42
17606,1392,4,143.82
4566,2157,3,303.38
13118,665,9,239.27
23003,1018,8,464.64
24805,1368,1,143.42
22275,1469,3,104.07
6776,997,4,255.56
7810,231,1,469.53
7018,682,2,30.00
833,1945,10,200.53
17035,99,8,5.01
8849,2399,1,224.64
12213,246,1,82.85
15893,1445,1,229.17
23766,1423,3,317.65
9168,702,5,401.80
6440,591,5,351.38
785,354,3,35.76
23653,756,3,488.60
10843,2290,10,188.35
15120,1888,5,348.38
18934,688,6,427.24
6871,2468,3,463.16
19528,2336,7,399.50
17012,2096,5,329.50
8311,614,4,95.54
24958,521,2,28.04
24914,211,4,335.22
6443,1173,3,21.84
3482,1237,10,152.87
7197,1848,10,20.02
11246,1473,4,261.61
22302,2251,6,464.78
24144,706,10,73.55
24841,2232,7,279.53
10095,2429,4,60.97
7304,491,3,440.69
6333,1747,8,93.28
3595,2214,7,208.69
19574,1794,3,147.29
7721,462,5,266.13
2491,924,1,335.45
10644,605,7,171.60
18697,16,9,186.50
17092,1577,3,96.71
18945,1644,5,139.44
22252,1718,10,174.88
8076,348,9,225.41
18775,1190,3,397.60
3778,2209,10,299.66
10219,1224,1,239.05
24472,1334,5,101.90
9590,1782,3,291.53
868,1691,9,472.58
12915,965,2,241.61
712,122,2,57.41
23932,96,5,301.91
17993,1866,7,223.66
259,2316,9,224.57
14405,1107,9,346.76
20811,1727,3,256.96
23597,1458,10,493.02
8795,795,10,228.71
16183,1668,5,430.06
2368,746,8,296.78
22224,994,3,460.58
11404,2329,10,103.46
1351,173,3,386.90
7581,527,8,474.06
2753,1401,9,423.00
7418,206,2,378.93
8729,194,9,51.32
21849,928,1,37.44
9763,1935,1,145.04
10362,169,4,118.16
24257,1177,3,303.45
14822,765,7,236.82
1945,1562,8,231.21
19182,1943,6,294.97
9061,1906,6,36.13
1213,1667,8,8.91
12963,753,1,327.49
9370,1397,3,326.99
20002,1147,3,176.23
23089,1032,6,192.75
5236,1677,5,355.71
24482,1368,10,130.65
17310,1991,7,70.90
18115,1236,5,295.40
10752,2055,5,243.81
14787,2040,7,452.40
20744,1104,5,28.89
18129,1159,1,260.34
21467,2316,6,234.50
14310,817,9,451.76
11467,1538,7,84.84
16059,774,3,111.19
11583,2064,8,8.12
10949,2315,7,354.33
2704,1639,8,376.96
9278,2335,10,354.91
20017,2293,3,233.66
19096,927,5,345.98
2687,123,4,388.76
11139,791,7,287.54
7910,144,4,230.92
659,1608,4,189.27
3561,1298,1,371.55
23078,89,2,358.78
17460,2147,8,20.46
18647,777,7,350.89
10309,2345,7,78.60
22717,1321,3,174.30
17851,362,5,449.20
12858,1724,8,351.12
19374,2141,8,45.78
11641,689,7,247.35
10813,1160,2,367.74
17990,186,9,326.85
11861,33,10,10.29
19834,1621,2,126.43
13316,352,7,225.89
15395,467,7,332.47
4228,1911,4,35.55
14695,909,7,115.01
9792,1757,1,246.68
20085,2382,4,77.95
5261,2174,6,216.28
19656,1435,1,462.02
2419,1186,6,447.97
13616,161,7,71.81
15910,288,1,232.15
2365,1235,8,380.40
205,175,9,126.03
11764,2248,5,133.26
8266,2043,5,462.63
13625,1859,7,24.00
11227,1179,6,44.22
22335,989,1,100.96
161,1265,4,463.50
15179,1109,7,165.27
16307,161,8,236.93
14752,774,4,151.18
5967,1084,5,178.28
13618,1890,4,39.36
1299,584,5,33.57
20780,2448,5,75.04
13993,124,10,432.64
24676,1318,6,53.61
4090,760,3,79.07
6651,2278,10,311.11
20867,262,9,301.69
1032,1936,8,426.34
1104,2378,3,10.84
10691,486,2,84.27
13166,56,1,139.89
2765,1596,2,336.12
7892,425,1,416.50
7047,2067,1,19.71
22166,2293,5,70.82
22442,2333,6,111.52
21797,1994,2,319.45
7571,250,2,250.79
13970,1424,1,384.95
277,1073,7,108.37
2770,239,7,432.61
14102,600,5,209.09
19762,405,10,459.07
11702,1423,6,168.59
15988,1180,5,480.54
4342,203,6,244.13
6032,1356,3,243.96
23426,1259,5,477.97
20657,2439,1,316.38
8455,1563,9,397.54
6269,1987,3,49.29
12420,592,2,254.96
1582,1670,6,62.49
19461,1533,9,31.02
9501,2500,6,322.80
24917,1373,10,395.63
5293,1751,2,122.58
16374,2312,6,202.42
21634,1772,3,426.68
19690,1891,4,173.17
6421,1914,3,448.25
23508,754,5,453.91
4229,52,10,157.24
23885,731,1,217.05
12950,1504,8,179.87
7355,171,8,213.10
15707,1518,5,367.79
14286,2327,1,330.42
8257,1643,8,372.69
10608,1313,3,115.10
3231,465,9,133.82
3288,1260,7,374.59
24339,1349,8,310.53
2459,836,5,172.66
3728,815,7,333.21
20184,1715,1,19.69
17213,1568,8,368.36
23891,862,8,330.21
23451,1783,4,438.78
11475,1676,9,41.41
11381,855,1,74.23
6326,2306,4,438.08
12567,408,9,322.06
8827,41,3,152.56
1722,264,1,181.29
10543,1679,2,373.37
5846,759,10,42.88
1849,64,4,268.44
16038,2295,1,54.73
17267,2334,4,100.81
974,1785,8,188.44
5141,989,6,42.68
22751,1663,8,432.10
2692,1309,2,47.41
9402,636,2,375.43
2217,2044,8,437.84
14312,1319,8,466.51
23676,1934,2,217.82
20234,630,3,340.76
14200,1105,2,255.29
9807,2001,2,450.32
6827,2474,6,416.28
2600,500,4,382.29
16781,1292,1,465.74
14675,1278,2,79.96
1871,2273,8,43.15
15956,1978,2,14.97
23249,1893,9,491.93
7705,2320,7,378.24
20395,2298,2,237.14
2736,1504,7,317.65
3604,734,3,6.95
20248,2241,6,188.48
17420,705,7,42.95
19650,626,10,136.33
5010,943,7,393.62
14337,1209,10,54.79
15535,1951,6,437.21
7595,1304,2,275.51
12428,1721,6,93.36
10548,526,6,474.18
24395,168,6,297.04
14372,537,5,204.43
12928,1682,5,385.80
19069,978,3,13.63
13310,816,2,476.41
4819,543,9,42.66
11569,1466,1,180.08
22029,629,6,474.75
14522,1881,3,5.08
988,2231,2,89.62
4419,483,4,476.77
14182,735,7,171.40
22103,520,2,484.03
9939,2390,7,478.07
2632,1013,5,336.01
15508,1884,7,344.04
23782,2076,5,196.46
17792,1334,2,34.87
9741,655,8,189.88
18133,269,2,119.64
18543,1605,2,138.97
4033,2242,7,61.47
439,989,8,472.19
8614,1771,10,468.25
23881,1352,3,90.71
19841,828,5,53.30
6956,1346,4,74.22
3619,42,6,480.36
4612,1137,4,65.36
23667,1747,5,486.94
13958,470,9,36.71
24951,1404,6,342.36
11999,1576,10,191.09
24654,518,10,79.17
12161,1072,7,142.72
11915,1611,6,480.56
19022,1596,6,146.85
20874,2123,6,164.99
17207,383,7,104.16
8116,239,6,416.45
6015,1089,6,346.52
17782,1859,2,352.14
8243,2152,3,245.71
9466,427,4,498.79
22928,741,9,169.72
22206,2248,7,58.48
22081,670,10,466.23
15626,461,6,286.15
19830,2231,1,318.83
7789,2145,9,237.67
6734,994,5,133.16
13241,2281,7,380.50
5216,1195,4,15.78
20787,2407,2,448.25
20157,610,3,105.17
7744,321,10,455.15
21123,51,3,466.48
16433,1158,3,197.09
